index,event_ts,event_id,info,event_tags,attrib_type,attrib_value,attrib_ts,attrib_tags
256,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hey Jay  Your item lPS_16043147174 is detained in the distribution central . Visit our link to find your order: eziril.me/KZSX-A6,2021-04-01 14:32:16+00:00,TELUS_TI|Smishing|7726_sms
257,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/0Q7S-ZD,2021-04-06 20:00:32+00:00,TELUS_TI|Smishing|7726_sms|moose
258,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/0Q7S-ZD,2021-04-01 14:36:51+00:00,TELUS_TI|Smishing|7726_sms
259,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Att: Xavier. A product lPS_14388845698 is detained in the imports warehouse . Please visit the site to receieve your product: eziril.me/0Q7S-ZD,2021-04-01 14:36:52+00:00,TELUS_TI|Smishing|7726_sms
260,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/5QqpF5c,2021-04-06 20:00:33+00:00,TELUS_TI|Smishing|7726_sms|moose
261,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/5QqpF5c,2021-04-01 14:36:53+00:00,TELUS_TI|Smishing|7726_sms
262,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hey Christopher. A product lPS_16477622148 is detained in the duty department . Please visit our site to receieve your product: eziril.me/5QqpF5c,2021-04-01 14:36:54+00:00,TELUS_TI|Smishing|7726_sms
263,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/-inheZp,2021-04-06 20:00:33+00:00,TELUS_TI|Smishing|7726_sms|moose
264,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/-inheZp,2021-04-01 14:41:50+00:00,TELUS_TI|Smishing|7726_sms
265,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"hey Mario, Your item lPS_14182817000 is held in the distribution center . Go to our link to receieve your item: eziril.me/-inheZp",2021-04-01 14:41:50+00:00,TELUS_TI|Smishing|7726_sms
266,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/74cd4qe,2021-04-06 20:00:33+00:00,TELUS_TI|Smishing|7726_sms|moose
267,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/74cd4qe,2021-04-01 14:41:52+00:00,TELUS_TI|Smishing|7726_sms
268,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hi William. Your order lPS_17059439660 is detained in the distribution central . Please visit the system to find your item: eziril.me/74cd4qe,2021-04-01 14:41:52+00:00,TELUS_TI|Smishing|7726_sms
269,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/EWmm83F,2021-04-06 20:00:34+00:00,TELUS_TI|Smishing|7726_sms|moose
270,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/EWmm83F,2021-04-01 14:41:53+00:00,TELUS_TI|Smishing|7726_sms
271,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Christine: A item lPS_16138859488 is detained in the duty center . Please visit the site to receieve your item: eziril.me/EWmm83F,2021-04-01 14:41:54+00:00,TELUS_TI|Smishing|7726_sms
272,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/WOEXcjF,2021-04-06 20:00:34+00:00,TELUS_TI|Smishing|7726_sms|moose
273,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/WOEXcjF,2021-04-01 14:52:40+00:00,TELUS_TI|Smishing|7726_sms
274,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Att: Garrick  A product lPS_14038366780 is detained in the shipping department . Visit our web to receieve your item: eziril.me/WOEXcjF,2021-04-01 14:52:40+00:00,TELUS_TI|Smishing|7726_sms
275,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/KLoVUqC,2021-04-06 20:00:34+00:00,TELUS_TI|Smishing|7726_sms|moose
276,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/KLoVUqC,2021-04-01 14:52:41+00:00,TELUS_TI|Smishing|7726_sms
277,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Kmilo. The product lPS_12265001981 is detained in the distribution center . Please visit our website to get your product: eziril.me/KLoVUqC,2021-04-01 14:52:42+00:00,TELUS_TI|Smishing|7726_sms
278,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/UuDiFLV,2021-04-06 20:00:35+00:00,TELUS_TI|Smishing|7726_sms|moose
279,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/UuDiFLV,2021-04-01 15:03:21+00:00,TELUS_TI|Smishing|7726_sms
280,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Marty  Your item lPS_17802648278 is detained in the distribution warehouse . Please visit our website to get your product: eziril.me/UuDiFLV,2021-04-01 15:03:21+00:00,TELUS_TI|Smishing|7726_sms
281,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/3M7zMZ1,2021-04-06 20:00:35+00:00,TELUS_TI|Smishing|7726_sms|moose
282,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/3M7zMZ1,2021-04-01 15:12:42+00:00,TELUS_TI|Smishing|7726_sms
283,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hi Tracy  Your order lPS_17809995839 is detained in the shipping warehouse . Go to our link to receieve your order: eziril.me/3M7zMZ1,2021-04-01 15:12:42+00:00,TELUS_TI|Smishing|7726_sms
284,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/9lqPlpa,2021-04-06 20:00:35+00:00,TELUS_TI|Smishing|7726_sms|moose
285,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/9lqPlpa,2021-04-04 15:59:53+00:00,TELUS_TI|Smishing|7726_sms
286,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Att: Hillary. A item lPS_17789886359 is withheld in the distribution center . Please visit the site to receieve your item: eziril.me/9lqPlpa,2021-04-04 15:59:53+00:00,TELUS_TI|Smishing|7726_sms
287,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://eziril.me/wExNxuH,2021-04-06 20:00:36+00:00,TELUS_TI|Smishing|7726_sms|moose
288,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/wExNxuH,2021-04-04 16:09:08+00:00,TELUS_TI|Smishing|7726_sms
289,2021-04-06 20:00:36+00:00,270832,phishing domain - eziril.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Hannah: A order lPS_19052592242 is held in the customs department . Visit the system to find your order: eziril.me/wExNxuH,2021-04-04 16:09:09+00:00,TELUS_TI|Smishing|7726_sms
289,2021-04-06 19:58:57+00:00,270833,phishing domain - faizsultan.com,TELUS_TI|cloudmark_sms|False Positive|tid: 943288,,,,
290,2021-04-06 19:58:57+00:00,270833,phishing domain - faizsultan.com,TELUS_TI|cloudmark_sms|False Positive|tid: 943288,domain,faizsultan.com,2021-04-01 14:26:40+00:00,TELUS_TI|Smishing|cloudmark_sms
291,2021-04-06 19:58:57+00:00,270833,phishing domain - faizsultan.com,TELUS_TI|cloudmark_sms|False Positive|tid: 943288,url,https://faizsultan.com/wp-admin,2021-04-01 14:26:40+00:00,TELUS_TI|Smishing|cloudmark_sms
292,2021-04-06 19:58:57+00:00,270833,phishing domain - faizsultan.com,TELUS_TI|cloudmark_sms|False Positive|tid: 943288,uri,/wp-admin,2021-04-01 14:26:41+00:00,TELUS_TI|Smishing|cloudmark_sms
293,2021-04-06 19:58:57+00:00,270833,phishing domain - faizsultan.com,TELUS_TI|cloudmark_sms|False Positive|tid: 943288,text,https://faizsultan.com/wp-admin username: faizsultan password: tUsuLQ9jBqybPnd14Q,2021-04-01 14:26:42+00:00,TELUS_TI|Smishing|cloudmark_sms
293,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,,,,
294,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,domain,iyacom.me,2021-04-01 14:31:24+00:00,TELUS_TI|Smishing|cloudmark_sms
295,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/0ffWO9R,2021-04-06 19:02:59+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
296,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/0ffWO9R,2021-04-01 14:31:25+00:00,TELUS_TI|Smishing|cloudmark_sms
297,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"Att: Cheryl, A item lPS_15197918975 is detained in the customs department . Please visit the site to receieve your item: iyacom.me/0ffWO9R",2021-04-01 14:31:26+00:00,TELUS_TI|Smishing|cloudmark_sms
298,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/pae4iOA,2021-04-06 19:02:59+00:00,TELUS_TI|Smishing|7726_sms|moose
299,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/pae4iOA,2021-04-01 14:32:21+00:00,TELUS_TI|Smishing|7726_sms
300,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Att: Kathy. A item lPS_12507301931 is withheld in the duty center . Visit the system to get your product: iyacom.me/pae4iOA,2021-04-01 14:32:22+00:00,TELUS_TI|Smishing|7726_sms
301,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/I68Bq-h,2021-04-06 19:03:00+00:00,TELUS_TI|Smishing|7726_sms|moose
302,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/I68Bq-h,2021-04-01 14:36:43+00:00,TELUS_TI|Smishing|7726_sms
303,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hi Nino: The item lPS_16473764760 is withheld in the distribution center . Visit the web to receieve your item: iyacom.me/I68Bq-h,2021-04-01 14:36:44+00:00,TELUS_TI|Smishing|7726_sms
304,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/JYoGxNh,2021-04-06 19:03:00+00:00,TELUS_TI|Smishing|7726_sms|moose
305,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/JYoGxNh,2021-04-01 14:36:45+00:00,TELUS_TI|Smishing|7726_sms
306,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"Hello Leslie, Your order lPS_17056622558 is detained in the imports center . Please visit our website to get your product: iyacom.me/JYoGxNh",2021-04-01 14:36:46+00:00,TELUS_TI|Smishing|7726_sms
307,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/VtScW0v,2021-04-06 19:03:00+00:00,TELUS_TI|Smishing|7726_sms|moose
308,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/VtScW0v,2021-04-01 14:36:47+00:00,TELUS_TI|Smishing|7726_sms
309,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,"Dear Brenda, Your order lPS_14038923312 is withheld in the shipping warehouse . Please visit our system to find your order: iyacom.me/VtScW0v",2021-04-01 14:36:48+00:00,TELUS_TI|Smishing|7726_sms
310,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/p7ejTdP,2021-04-06 19:03:00+00:00,TELUS_TI|Smishing|7726_sms|moose
311,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/p7ejTdP,2021-04-01 14:36:49+00:00,TELUS_TI|Smishing|7726_sms
312,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hey Mathieu-David: The order lPS_15819893316 is detained in the duty department . Visit our system to find your order: iyacom.me/p7ejTdP,2021-04-01 14:36:49+00:00,TELUS_TI|Smishing|7726_sms
313,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/ccLginy,2021-04-06 19:03:01+00:00,TELUS_TI|Smishing|7726_sms|moose
314,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/ccLginy,2021-04-01 14:46:59+00:00,TELUS_TI|Smishing|7726_sms
315,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello La: The item lPS_12896840969 is held in the distribution warehouse . Visit the link to receieve your product: iyacom.me/ccLginy,2021-04-01 14:47:00+00:00,TELUS_TI|Smishing|7726_sms
316,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/eOTto3l,2021-04-06 19:03:01+00:00,TELUS_TI|Smishing|7726_sms|moose
317,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/eOTto3l,2021-04-01 14:58:01+00:00,TELUS_TI|Smishing|7726_sms
318,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hi Andre: Your item lPS_14388688852 is held in the customs central . Please visit the system to get your product: iyacom.me/eOTto3l,2021-04-01 14:58:01+00:00,TELUS_TI|Smishing|7726_sms
319,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/OlM78-j,2021-04-06 19:03:01+00:00,TELUS_TI|Smishing|7726_sms|moose
320,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/OlM78-j,2021-04-01 15:03:15+00:00,TELUS_TI|Smishing|7726_sms
321,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hey Dawn  A order lPS_16474663296 is withheld in the shipping central . Visit the website to find your order: iyacom.me/OlM78-j,2021-04-01 15:03:16+00:00,TELUS_TI|Smishing|7726_sms
322,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/KqswgW6,2021-04-06 19:03:02+00:00,TELUS_TI|Smishing|7726_sms|moose
323,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/KqswgW6,2021-04-01 15:16:59+00:00,TELUS_TI|Smishing|7726_sms
324,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Sam: A product lPS_12508889008 is held in the customs department . Visit the system to find your item: iyacom.me/KqswgW6,2021-04-01 15:17:00+00:00,TELUS_TI|Smishing|7726_sms
325,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://iyacom.me/js-MCCw,2021-04-06 19:03:02+00:00,TELUS_TI|Smishing|7726_sms|moose
326,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/js-MCCw,2021-04-02 11:52:21+00:00,TELUS_TI|Smishing|7726_sms
327,2021-04-06 19:03:02+00:00,270837,phishing domain - iyacom.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hi Linda. Your item lPS_15147439069 is withheld in the distribution central . Visit our link to find your item: iyacom.me/js-MCCw,2021-04-02 11:52:22+00:00,TELUS_TI|Smishing|7726_sms
327,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,,,,
328,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,domain,ixakeg.me,2021-04-01 14:31:27+00:00,TELUS_TI|Smishing|cloudmark_sms
329,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/hIQR6B7,2021-04-06 19:03:02+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
330,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/hIQR6B7,2021-04-01 14:31:29+00:00,TELUS_TI|Smishing|cloudmark_sms
331,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Cindy. A item lPS_19059098700 is withheld in the imports warehouse . Go to our website to get your order: ixakeg.me/hIQR6B7,2021-04-01 14:31:29+00:00,TELUS_TI|Smishing|cloudmark_sms
332,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/6eO0kFR,2021-04-06 19:03:03+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
333,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/6eO0kFR,2021-04-01 14:36:14+00:00,TELUS_TI|Smishing|cloudmark_sms
334,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,hi Ahmad. Your item lPS_16479372274 is detained in the customs warehouse . Visit our web to receieve your order: ixakeg.me/6eO0kFR,2021-04-01 14:36:14+00:00,TELUS_TI|Smishing|cloudmark_sms
335,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/EDE7W3R,2021-04-06 19:03:03+00:00,TELUS_TI|Smishing|7726_sms|moose
336,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/EDE7W3R,2021-04-01 14:36:56+00:00,TELUS_TI|Smishing|7726_sms
337,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Dear Scott  Your product lPS_15142467988 is withheld in the duty central . Visit the link to find your order: ixakeg.me/EDE7W3R,2021-04-01 14:36:57+00:00,TELUS_TI|Smishing|7726_sms
338,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/LQImkVg,2021-04-06 19:03:03+00:00,TELUS_TI|Smishing|7726_sms|moose
339,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/LQImkVg,2021-04-01 14:36:58+00:00,TELUS_TI|Smishing|7726_sms
340,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hello Dale. A item lPS_15198018314 is detained in the distribution warehouse . Visit the web to receieve your product: ixakeg.me/LQImkVg,2021-04-01 14:36:58+00:00,TELUS_TI|Smishing|7726_sms
341,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/G-2LG05,2021-04-06 19:03:04+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
342,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/G-2LG05,2021-04-01 14:41:16+00:00,TELUS_TI|Smishing|cloudmark_sms
343,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hey Raj: A order lPS_16476298161 is detained in the customs department . Visit the link to find your product: ixakeg.me/G-2LG05,2021-04-01 14:41:16+00:00,TELUS_TI|Smishing|cloudmark_sms
344,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,url,http://ixakeg.me/8A4bp8V,2021-04-06 19:03:04+00:00,TELUS_TI|Smishing|cloudmark_sms|moose
345,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,uri,/8A4bp8V,2021-04-01 14:41:17+00:00,TELUS_TI|Smishing|cloudmark_sms
346,2021-04-07 17:56:40+00:00,270838,phishing domain - ixakeg.me,TELUS_TI|Smishing|cloudmark_sms|7726_sms|sector: delivery|Validated Threat|tid: 943288,text,Hi Quinn: The item lPS_12265671970 is detained in the shipping central . Please visit our site to receieve your product: ixakeg.me/8A4bp8V,2021-04-01 14:41:18+00:00,TELUS_TI|Smishing|cloudmark_sms
